id,user,invoice,date,ref_no,pending,due_on,days_passed,sales_person,paid,paid_date
36558,Users object (2),BHARTI AIRTEL LIMITED,2024-02-28,3458547,4939.00,2024-02-28,107,,False,
36559,Users object (2),BHIMAVARAM HOSPITALS LIMITED,2024-05-06,GSTSAL/254,13500.00,2024-05-06,39,,False,
36560,Users object (2),BHIMAVARAM HOSPITALS LIMITED,2024-05-15,GSTSAL/311,1575.00,2024-05-15,30,,False,
36561,Users object (2),BHIMAVARAM HOSPITALS LIMITED,2024-05-23,GSTSAL/375,16500.00,2024-05-23,22,,False,
36562,Users object (2),BHIMAVARAM HOSPITALS LIMITED,2024-05-24,GSTSAL/383,16538.00,2024-05-24,21,,False,
36563,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-09-30,GSTSAL/1289,4000.00,2023-12-29,168,,False,
36484,Users object (2),AAYUSH NRI LEPL HEALTHCARE PRIVATE LIMITED,2024-05-08,GSTSAL/268,17500.00,2024-05-08,37,,False,
36566,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-10-31,GSTSAL/1536,53824.00,2024-01-29,137,,False,
36567,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-11-04,GSTSAL/1560,26687.00,2024-02-02,133,,False,
36568,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-11-06,GSTSAL/1567,19000.00,2024-02-04,131,,False,
36569,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-11-09,GSTSAL/1595,103710.00,2024-02-07,128,,False,
36570,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-11-15,GSTSAL/1638,17000.00,2024-02-13,122,,False,
36571,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-11-17,GSTSAL/1653,115518.00,2024-02-15,120,,False,
36572,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-11-28,GSTSAL/1720,29037.00,2024-02-26,109,,False,
36573,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-12-13,GSTSAL/1830,27212.00,2024-03-12,94,,False,
36574,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-12-13,GSTSAL/1838,50000.00,2024-03-12,94,,False,
36575,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-12-16,GSTSAL/1850,6500.00,2024-03-15,91,,False,
36576,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-12-22,GSTSAL/1894,115518.00,2024-03-21,85,,False,
36577,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-12-30,GSTSAL/1939,76868.00,2024-03-29,77,,False,
36578,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-01-11,GSTSAL/2026,79814.00,2024-04-10,65,,False,
36579,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-01-20,GSTSAL/2072,3250.00,2024-04-19,56,,False,
36580,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-01-23,GSTSAL/2086,26687.00,2024-04-22,53,,False,
36581,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-01-27,GSTSAL/2119,3250.00,2024-04-26,49,,False,
36583,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-02-02,GSTSAL/2168,8131.00,2024-05-02,43,,False,
36584,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-02-03,GSTSAL/2184,8131.00,2024-05-03,42,,False,
36585,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-02-03,GSTSAL/2173,37884.00,2024-05-03,42,,False,
36586,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-02-07,GSTSAL/2205,25156.00,2024-05-07,38,,False,
36587,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-02-22,GSTSAL/2312,65002.00,2024-05-22,23,,False,
36588,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-02-24,GSTSAL/2318,26687.00,2024-05-24,21,,False,
36589,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-03-02,GSTSAL/2380,42032.00,2024-05-31,14,,False,
36590,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-03-02,GSTSAL/2371,115518.00,2024-05-31,14,,False,
36591,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-03-13,GSTSAL/2438,26687.00,2024-06-11,3,,False,
36592,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-03-28,GSTSAL/2534,17407.00,2024-06-26,-12,,False,
36593,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2024-04-10,GSTSAL/56,3000.00,2024-04-10,65,,False,
36594,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-03,GSTSAL/2172,31000.00,2024-02-03,132,,False,
36595,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-07,GSTSAL/2201,1838.00,2024-02-07,128,,False,
36596,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-12,GSTSAL/2233,1500.00,2024-02-12,123,,False,
36597,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-14,GSTSAL/2248,30798.00,2024-02-14,121,,False,
36598,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-15,GSTSAL/2260,32000.00,2024-02-15,120,,False,
36599,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-24,GSTSAL/2317,6048.00,2024-02-24,111,,False,
36600,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-26,GSTSAL/2331,17000.00,2024-02-26,109,,False,
36601,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-02-29,GSTSAL/2356,8000.00,2024-02-29,106,,False,
36602,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-01,GSTSAL/2370,45000.00,2024-03-01,105,,False,
36603,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-02,GSTSAL/2376,3594.00,2024-03-02,104,,False,
36604,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-07,GSTSAL/2410,5460.00,2024-03-07,99,,False,
36605,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-09,GSTSAL/2422,5355.00,2024-03-09,97,,False,
36606,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-13,GSTSAL/2439,3189.00,2024-03-13,93,,False,
36608,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-27,GSTSAL/2524,5000.00,2024-03-27,79,,False,
36609,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-27,GSTSAL/2525,3800.00,2024-03-27,79,,False,
36610,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-03-30,GSTSAL/2542,4904.00,2024-03-30,76,,False,
36611,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-05,GSTSAL/21,30000.00,2024-04-05,70,,False,
36612,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-08,GSTSAL/36,30000.00,2024-04-08,67,,False,
36613,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-08,GSTSAL/37,4000.00,2024-04-08,67,,False,
36614,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-10,GSTSAL/57,25000.00,2024-04-10,65,,False,
36615,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-16,GSTSAL/90,57000.00,2024-04-16,59,,False,
36616,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-27,GSTSAL/182,41500.00,2024-04-27,48,,False,
36617,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-04-29,GSTSAL/194,4000.00,2024-04-29,46,,False,
36618,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-05-03,GSTSAL/223,28000.00,2024-05-03,42,,False,
36619,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-05-04,GSTSAL/235,21500.00,2024-05-04,41,,False,
36620,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-05-10,GSTSAL/293,4000.00,2024-05-10,35,,False,
36621,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-05-11,GSTSAL/299,14000.00,2024-05-11,34,,False,
36622,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-05-18,GSTSAL/336,50500.00,2024-05-18,27,,False,
36623,Users object (2),"CAPITAL HOSPITALS, VIJAYAWADA",2024-05-20,GSTSAL/345,5300.00,2024-05-20,25,,False,
36624,Users object (2),CHAITRA HOSPITAL(ELURU),2024-05-07,GSTSAL/258,8000.00,2024-05-07,38,,False,
36625,Users object (2),CHAITRA HOSPITAL(ELURU),2024-05-22,GSTSAL/373,8000.00,2024-05-22,23,,False,
36626,Users object (2),CHIRANJEEVI HOSPITAL,2023-09-16,GSTSAL/1197,26881.00,2023-09-16,272,,False,
36627,Users object (2),CHIRANJEEVI HOSPITAL,2023-10-16,GSTSAL/1429,7110.00,2023-10-16,242,,False,
36628,Users object (2),CHIRANJEEVI HOSPITAL,2023-10-16,GSTSAL/1431,10450.00,2023-10-16,242,,False,
36629,Users object (2),CHIRANJEEVI HOSPITAL,2023-10-16,GSTSAL/1432,7271.00,2023-10-16,242,,False,
36630,Users object (2),CHIRANJEEVI HOSPITAL,2023-11-15,GSTSAL/1637,7134.00,2023-11-15,212,,False,
36631,Users object (2),CHIRANJEEVI HOSPITAL,2023-11-20,GSTSAL/1671,3524.00,2023-11-20,207,,False,
36633,Users object (2),CHIRANJEEVI HOSPITAL,2023-12-18,GSTSAL/1863,10500.00,2023-12-18,179,,False,
36634,Users object (2),CHIRANJEEVI HOSPITAL,2023-12-21,GSTSAL/1892,3500.00,2023-12-21,176,,False,
36635,Users object (2),CITI ORTHOPAEDIC CENTER PHARMACY,2024-05-11,GSTSAL/301,14000.00,2024-05-11,34,,False,
36636,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-01-08,GSTSAL/2003,58569.00,2024-01-08,158,,False,
36637,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-01-19,GSTSAL/2063,35300.00,2024-01-19,147,,False,
36638,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-02-06,GSTSAL/2197,34720.00,2024-02-06,129,,False,
36639,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-03-01,GSTSAL/2367,34720.00,2024-03-01,105,,False,
36640,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-04-02,GSTSAL/6,34388.00,2024-04-02,73,,False,
36641,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-04-20,GSTSAL/116,34720.00,2024-04-20,55,,False,
36642,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-05-07,GSTSAL/265,20350.00,2024-05-07,38,,False,
36643,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-05-08,GSTSAL/273,34720.00,2024-05-08,37,,False,
36644,Users object (2),DELTA PHARMACY(CENTRAL STORE),2024-05-22,GSTSAL/369,34720.00,2024-05-22,23,,False,
36565,Users object (2),BISHAK PHARMA PRIVATE LIMITED,2023-10-21,GSTSAL/1469,54878.00,2024-01-19,147,,False,
36647,Users object (2),DVC PHARMACY(a unit of sdvc memorial trust),2024-05-08,GSTSAL/277,18249.00,2024-05-08,37,,False,
36648,Users object (2),DVC PHARMACY(a unit of sdvc memorial trust),2024-05-31,GSTSAL/434,33500.00,2024-05-31,14,,False,
36649,Users object (2),EERATI DEVI CHARAN( C/O: PSIMS HOSPITAL) CASH,2023-11-14,GSTSAL/1625,13000.00,2023-12-29,168,,False,
36650,Users object (2),G J HOSPITAL & TRAUMA CENTRE,2024-05-06,GSTSAL/249,51885.00,2024-05-06,39,,False,
36651,Users object (2),HELIOS PHARMACY,2023-11-23,GSTSAL/1686,6195.00,2023-11-23,204,,False,
36652,Users object (2),HELIOS PHARMACY,2024-04-05,GSTSAL/23,73385.00,2024-04-05,70,,False,
36653,Users object (2),HELIOS PHARMACY,2024-04-20,GSTSAL/113,73385.00,2024-04-20,55,,False,
36654,Users object (2),HELIOS PHARMACY,2024-04-25,GSTSAL/162,73385.00,2024-04-25,50,,False,
36655,Users object (2),HELIOS PHARMACY,2024-04-27,GSTSAL/181,73385.00,2024-04-27,48,,False,
36656,Users object (2),HELIOS PHARMACY,2024-04-30,GSTSAL/204,73385.00,2024-04-30,45,,False,
36657,Users object (2),HELP PHARMACY,2024-05-27,GSTSAL/406,9500.00,2024-05-27,18,,False,
36658,Users object (2),HRUSHEET MEDICALS,2024-02-16,GSTSAL/2279,180.00,2024-04-01,74,,False,
36659,Users object (2),I.N.H.S. KALYANI HOSPITAL,2022-06-21,GST SAL/890,90920.00,2022-08-05,679,,False,
36660,Users object (2),I.N.H.S. KALYANI HOSPITAL,2024-03-21,GSTSAL/2485,99710.00,2024-05-05,40,,False,
36661,Users object (2),I.N.H.S. KALYANI HOSPITAL,2024-04-13,GSTSAL/69,99946.00,2024-04-13,62,,False,
36662,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2022-09-16,GSTSAL/1125,15225.00,2022-10-31,592,,False,
36663,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2022-11-21,GSTSAL/1494,9774.00,2023-01-05,526,,False,
36664,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2022-11-30,GSTSAL/1544,29154.00,2023-01-14,517,,False,
36665,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2022-12-26,GSTSAL/1710,2931.00,2023-02-09,491,,False,
36666,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2022-12-30,GSTSAL/1742,29154.00,2023-02-13,487,,False,
36667,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2023-01-18,GSTSAL/1836,27930.00,2023-03-04,468,,False,
36668,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2023-01-28,GSTSAL/1883,32025.00,2023-03-14,458,,False,
36670,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2023-05-01,GSTSAL/185,33117.00,2023-06-15,365,,False,
36671,Users object (2),INCOR HOSPITALS VIZAG PRIVATE LIMITED,2023-05-03,GSTSAL/204,1642.00,2023-06-17,363,,False,
36672,Users object (2),INHS JEEVANTI,2023-12-20,GSTSAL/1879,43942.00,2024-02-03,132,,False,
36673,Users object (2),INHS JEEVANTI,2023-12-20,GSTSAL/1880,45394.00,2024-02-03,132,,False,
36674,Users object (2),INHS JEEVANTI,2023-12-20,GSTSAL/1878,25088.00,2024-02-03,132,,False,
36675,Users object (2),J J SURGI NEEDS,2024-05-04,GSTSAL/240,630.00,2024-05-04,41,,False,
36676,Users object (2),KAMINENI HEALTH CARE PVT.LTD,2022-02-25,1254,18723.00,2022-04-11,795,,False,
36677,Users object (2),KAMINENI HEALTH CARE PVT.LTD,2022-02-26,1257,13167.00,2022-04-12,794,,False,
36678,Users object (2),KAMINENI HEALTH CARE PVT.LTD,2022-06-01,GSTSAL/355,26687.00,2022-07-16,699,,False,
36679,Users object (2),KAMINENI HOSPITAL(CASH BILLS),2024-05-24,GSTSAL/382,28142.00,2024-05-24,21,,False,
36680,Users object (2),KARTHIKEYA HOSPITAL(KADAPA),2024-03-28,GSTSAL/2540,45000.00,2024-06-26,-12,,False,
36681,Users object (2),KARUNA HOSPITAL (GUDIVADA),2024-05-04,GSTSAL/238,7000.00,2024-05-04,41,,False,
36682,Users object (2),KHIMS HOSPITALS,2024-01-10,GSTSAL/2020,24296.00,2024-04-09,66,,False,
36683,Users object (2),KHIMS HOSPITALS,2024-01-27,GSTSAL/2121,40800.00,2024-04-26,49,,False,
36684,Users object (2),KHIMS HOSPITALS,2024-02-08,GSTSAL/2213,40800.00,2024-05-08,37,,False,
36685,Users object (2),KHIMS HOSPITALS,2024-02-09,GSTSAL/2222,40800.00,2024-05-09,36,,False,
36686,Users object (2),KHIMS HOSPITALS,2024-02-12,GSTSAL/2238,40800.00,2024-05-12,33,,False,
36687,Users object (2),KHIMS HOSPITALS,2024-02-14,GSTSAL/2250,40800.00,2024-05-14,31,,False,
36688,Users object (2),KHIMS HOSPITALS,2024-02-15,GSTSAL/2266,40800.00,2024-05-15,30,,False,
36689,Users object (2),KHIMS HOSPITALS,2024-02-17,GSTSAL/2284,40800.00,2024-05-17,28,,False,
36690,Users object (2),KHIMS HOSPITALS,2024-02-28,GSTSAL/2349,64675.00,2024-05-28,17,,False,
36691,Users object (2),KHIMS HOSPITALS,2024-03-07,GSTSAL/2407,40800.00,2024-06-05,9,,False,
36692,Users object (2),KHIMS HOSPITALS,2024-03-07,GSTSAL/2406,81600.00,2024-06-05,9,,False,
36693,Users object (2),KHIMS HOSPITALS,2024-03-08,GSTSAL/2413,40800.00,2024-06-06,8,,False,
36695,Users object (2),KHIMS HOSPITALS,2024-03-11,GSTSAL/2429,40800.00,2024-06-09,5,,False,
36696,Users object (2),KHIMS HOSPITALS,2024-03-20,GSTSAL/2477,40800.00,2024-06-18,-4,,False,
36697,Users object (2),KHYATHI SURGICALS,2024-05-07,GSTSAL/259,6838.00,2024-05-07,38,,False,
36698,Users object (2),KHYATHI SURGICALS,2024-05-11,GSTSAL/302,17806.00,2024-05-11,34,,False,
36699,Users object (2),KIMS-ICON CENTRAL PHARMACY STORES,2024-04-29,GSTSAL/190,165000.00,2024-04-29,46,,False,
36700,Users object (2),KIMS-ICON CENTRAL PHARMACY STORES,2024-05-09,GSTSAL/280,29700.00,2024-05-09,36,,False,
36701,Users object (2),KMR PHARMACY,2022-11-08,GSTSAL/1424,85000.00,2022-11-08,584,,False,
36702,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2022-03-27,1423,1.00,2022-03-27,810,,False,
36703,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2022-04-28,GSTSAL/153,65000.00,2022-04-28,778,,False,
36704,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2023-01-09,GSTSAL/1788,840.00,2023-01-09,522,,False,
36705,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2023-06-29,GSTSAL/611,2.00,2023-06-29,351,,False,
36706,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2023-08-29,GSTSAL/1050,0.54,2023-08-29,290,,False,
36707,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2023-09-28,GSTSAL/1273,0.50,2023-09-28,260,,False,
36708,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2023-11-29,GSTSAL/1740,1.24,2023-11-29,198,,False,
36709,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-04-15,GSTSAL/73,34230.00,2024-04-15,60,,False,
36710,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-04-15,GSTSAL/78,34230.00,2024-04-15,60,,False,
36711,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-04-20,GSTSAL/114,109486.00,2024-04-20,55,,False,
36712,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-04-27,GSTSAL/184,36393.00,2024-04-27,48,,False,
36713,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-04-29,GSTSAL/193,58779.00,2024-04-29,46,,False,
36714,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-05-02,GSTSAL/220,30660.00,2024-05-02,43,,False,
36715,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-05-09,GSTSAL/279,32550.00,2024-05-09,36,,False,
36716,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-05-13,GSTSAL/306,11288.00,2024-05-13,32,,False,
36717,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-05-18,GSTSAL/341,25830.00,2024-05-18,27,,False,
36718,Users object (2),KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD NELLORE,2024-05-24,GSTSAL/384,11235.00,2024-05-24,21,,False,
36720,Users object (2),KUNDA HOSPITALS,2022-12-26,GSTSAL/1704,20000.00,2023-03-26,446,,False,
36721,Users object (2),KUNDA HOSPITALS,2023-01-11,GSTSAL/1799,20000.00,2023-04-11,430,,False,
36722,Users object (2),KUNDA HOSPITALS,2023-01-13,GSTSAL/1817,20000.00,2023-04-13,428,,False,
36723,Users object (2),KUNDA HOSPITALS,2023-02-06,GSTSAL/1929,20000.00,2023-05-07,404,,False,
36724,Users object (2),KUNDA HOSPITALS,2023-02-07,GSTSAL/1932,20000.00,2023-05-08,403,,False,
36725,Users object (2),KUNDA HOSPITALS,2023-10-05,GSTSAL/1320,20000.00,2024-01-03,163,,False,
36646,Users object (2),DEVI SURGICALS (NARASARAOPET),2024-04-22,GSTSAL/125,7000.00,2024-04-22,53,,False,
36728,Users object (2),KUNDA HOSPITALS,2023-10-18,GSTSAL/1442,67795.00,2024-01-16,150,,False,
36729,Users object (2),KUNDA HOSPITALS,2023-10-25,GSTSAL/1487,20000.00,2024-01-23,143,,False,
36730,Users object (2),KUNDA HOSPITALS,2023-10-28,GSTSAL/1511,42154.00,2024-01-26,140,,False,
36731,Users object (2),KUNDA HOSPITALS,2023-11-08,GSTSAL/1591,63910.00,2024-02-06,129,,False,
36732,Users object (2),KUNDA HOSPITALS,2023-11-16,GSTSAL/1645,115000.00,2024-02-14,121,,False,
36733,Users object (2),KUNDA HOSPITALS,2023-11-24,GSTSAL/1690,63910.00,2024-02-22,113,,False,
36734,Users object (2),KUNDA HOSPITALS,2023-11-28,GSTSAL/1727,62000.00,2024-02-26,109,,False,
36735,Users object (2),KUNDA HOSPITALS,2023-11-28,GSTSAL/1717,67795.00,2024-02-26,109,,False,
36736,Users object (2),KUNDA HOSPITALS,2023-12-06,GSTSAL/1783,21470.00,2024-03-05,101,,False,
36737,Users object (2),KUNDA HOSPITALS,2023-12-23,GSTSAL/1901,80353.00,2024-03-22,84,,False,
36738,Users object (2),KUNDA HOSPITALS,2024-01-04,GSTSAL/1970,20000.00,2024-04-03,72,,False,
36739,Users object (2),KUNDA HOSPITALS,2024-01-17,GSTSAL/2051,23100.00,2024-04-16,59,,False,
36740,Users object (2),KUNDA HOSPITALS,2024-01-27,GSTSAL/2114,51885.00,2024-04-26,49,,False,
36741,Users object (2),KUNDA HOSPITALS,2024-01-27,GSTSAL/2115,80353.00,2024-04-26,49,,False,
36742,Users object (2),KUNDA HOSPITALS,2024-01-27,GSTSAL/2126,51885.00,2024-04-26,49,,False,
36743,Users object (2),KUNDA HOSPITALS,2024-01-29,GSTSAL/2131,23100.00,2024-04-28,47,,False,
36745,Users object (2),KUNDA HOSPITALS,2024-02-13,GSTSAL/2245,115000.00,2024-05-13,32,,False,
36746,Users object (2),KUNDA HOSPITALS,2024-02-17,GSTSAL/2280,20000.00,2024-05-17,28,,False,
36747,Users object (2),KUNDA HOSPITALS,2024-02-25,GSTSAL/2325,80353.00,2024-05-25,20,,False,
36748,Users object (2),KUNDA HOSPITALS,2024-03-21,GSTSAL/2483,48000.00,2024-06-19,-5,,False,
36749,Users object (2),KUNDA HOSPITALS,2024-03-30,GSTSAL/2543,62500.00,2024-06-28,-14,,False,
36750,Users object (2),KUNDA HOSPITALS,2024-04-01,GSTSAL/2,24500.00,2024-04-01,74,,False,
36751,Users object (2),KUNDA HOSPITALS,2024-04-30,GSTSAL/206,80353.00,2024-04-30,45,,False,
36752,Users object (2),KUNDA HOSPITALS,2024-05-08,GSTSAL/267,20000.00,2024-05-08,37,,False,
36753,Users object (2),KUNDA HOSPITALS,2024-05-10,GSTSAL/291,23100.00,2024-05-10,35,,False,
36754,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-02,GSTSAL/2170,48000.00,2024-04-02,73,,False,
36755,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-08,GSTSAL/2211,48000.00,2024-04-08,67,,False,
36756,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-10,GSTSAL/2228,48000.00,2024-04-10,65,,False,
36757,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-16,GSTSAL/2271,16000.00,2024-04-16,59,,False,
36758,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-27,GSTSAL/2342,48000.00,2024-04-27,48,,False,
36759,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-28,GSTSAL/2350,48000.00,2024-04-28,47,,False,
36760,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-02-29,GSTSAL/2359,48000.00,2024-04-29,46,,False,
36761,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-03-05,GSTSAL/2391,48000.00,2024-05-04,41,,False,
36762,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-03-06,GSTSAL/2398,4725.00,2024-05-05,40,,False,
36763,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-03-07,GSTSAL/2405,48000.00,2024-05-06,39,,False,
36764,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-04-10,GSTSAL/54,48000.00,2024-04-10,65,,False,
36765,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-04-10,GSTSAL/53,48000.00,2024-04-10,65,,False,
36766,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-04-12,GSTSAL/62,48000.00,2024-04-12,63,,False,
36767,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-04-18,GSTSAL/97,48000.00,2024-04-18,57,,False,
36768,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-05-04,GSTSAL/237,1800.00,2024-05-04,41,,False,
36770,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-05-06,GSTSAL/251,48000.00,2024-05-06,39,,False,
36771,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-05-07,GSTSAL/256,48000.00,2024-05-07,38,,False,
36772,Users object (2),KV SHINE HOSPITALS PRIVATE LIMITED,2024-05-09,GSTSAL/286,10000.00,2024-05-09,36,,False,
36773,Users object (2),L G MEDICAL SPECIALITIES,2024-02-16,GSTSAL/2270,20250.00,2024-04-01,74,,False,
36774,Users object (2),L G MEDICAL SPECIALITIES,2024-04-12,GSTSAL/64,30765.00,2024-04-12,63,,False,
36775,Users object (2),LATHA SUPER SPECIALITY HOSPITALS(VIJAYAWADA),2024-05-20,GSTSAL/346,35725.00,2024-05-20,25,,False,
36776,Users object (2),LATHA SUPER SPECIALITY HOSPITALS(VIJAYAWADA),2024-05-22,GSTSAL/365,13000.00,2024-05-22,23,,False,
36777,Users object (2),LIFE CARE SURGICALS,2023-02-22,GSTSAL/2013,3885.00,2023-02-22,478,,False,
36778,Users object (2),LIFE CARE SURGICALS,2023-03-18,GSTSAL/2179,17359.00,2023-03-18,454,,False,
36779,Users object (2),LIFE CARE SURGICALS,2023-07-11,GSTSAL/685,1213.00,2023-07-11,339,,False,
36780,Users object (2),LIFE CARE SURGICALS,2023-09-26,GSTSAL/1248,4136.00,2023-09-26,262,,False,
36781,Users object (2),LIFE CARE SURGICALS,2023-10-07,GSTSAL/1342,3280.00,2023-10-07,251,,False,
36782,Users object (2),LIFE CARE SURGICALS,2023-11-15,GSTSAL/1630,750.00,2023-11-15,212,,False,
36783,Users object (2),LIFE CARE SURGICALS,2023-11-30,GSTSAL/1744,1769.00,2023-11-30,197,,False,
36784,Users object (2),LIFE CARE SURGICALS,2023-12-13,GSTSAL/1832,1029.00,2023-12-13,184,,False,
